content,score,text_clean,text_stopword,text_slang,text_no_stopwords
"Proses komplain berbelit"" muter"" aja, gk ada jawaban yg pasti, beda ama toko sebelah lebih tanggep. Kurir rekomendasi juga gk ada yg masuk payah 👎",1,proses komplain berbelit muter aja gk ada jawaban yg pasti beda ama toko sebelah lebih tanggep kurir rekomendasi juga gk ada yg masuk payah ,proses komplain berbelit muter aja gk yg beda ama toko sebelah tanggep kurir rekomendasi gk yg masuk payah,proses komplain berbelit muter saja enggak yang beda sama toko sebelah tanggep kurir rekomendasi enggak yang masuk payah,proses komplain berbelit muter beda toko sebelah tanggep kurir rekomendasi masuk payah
Kurir rekomendasi malah bikin ribet updatenya kurang jelas & bikin lama pengiriman karena harus gonta ganti ekspedisi,3,kurir rekomendasi malah bikin ribet updatenya kurang jelas  bikin lama pengiriman karena harus gonta ganti ekspedisi,kurir rekomendasi bikin ribet updatenya bikin pengiriman gonta ganti ekspedisi,kurir rekomendasi bikin ribet updatenya bikin pengiriman gonta ganti ekspedisi,kurir rekomendasi bikin ribet updatenya bikin pengiriman gonta ganti ekspedisi
Tokopedia pemilihan jasa kirim jelek terutama JNE jelek poll,1,tokopedia pemilihan jasa kirim jelek terutama jne jelek poll,tokopedia pemilihan jasa kirim jelek jne jelek poll,tokopedia pemilihan jasa kirim jelek jne jelek poll,tokopedia pemilihan jasa kirim jelek jne jelek poll
mantab,5,mantab,mantab,mantab,mantab
😁😁😁😁😁😁,5,,,,
Ok,4,ok,ok,ok,ok
mantap,5,mantap,mantap,mantap,mantap
Disini saya kecewa terhadap penanganan complain dengan mudahnya menyatakan gagal pick padahal dari pihak jasa kirim tidak ada sedikit pun menghubungi saya,1,disini saya kecewa terhadap penanganan complain dengan mudahnya menyatakan gagal pick padahal dari pihak jasa kirim tidak ada sedikit pun menghubungi saya,kecewa penanganan complain mudahnya gagal pick jasa kirim menghubungi,kecewa penanganan complain mudahnya gagal pick jasa kirim menghubungi,kecewa penanganan complain mudahnya gagal pick jasa kirim menghubungi
Buruk,1,buruk,buruk,buruk,buruk
aku suka discountnya,5,aku suka discountnya,suka discountnya,suka discountnya,suka discountnya
tokopedia keren abiiss,5,tokopedia keren abiiss,tokopedia keren abiiss,tokopedia keren abiiss,tokopedia keren abiiss
kerja bagus,5,kerja bagus,kerja bagus,kerja bagus,kerja bagus
"Sebenarnya suka banget belanja di tokped karna jarang banget barang kw + diskonya lumayan, tpi sekarang agak was was karna expedisi rekomendasi pake JNE 😅 tiap belanja gapernah dikirim kerumah udah gitu pasti lama Lebih baik berhenti bekerja sama dengan JNE dripda rugi sendiri",2,sebenarnya suka banget belanja di tokped karna jarang banget barang kw  diskonya lumayan tpi sekarang agak was was karna expedisi rekomendasi pake jne  tiap belanja gapernah dikirim kerumah udah gitu pasti lama lebih baik berhenti bekerja sama dengan jne dripda rugi sendiri,suka banget belanja tokped karna jarang banget barang kw diskonya lumayan tpi was was karna expedisi rekomendasi pake jne belanja gapernah dikirim kerumah udah gitu berhenti jne dripda rugi,suka banget belanja tokped karena jarang banget barang kau diskonya lumayan tapi was was karena expedisi rekomendasi pakai jne belanja enggak pernah dikirim kerumah sudah begitu berhenti jne daripada rugi,suka banget belanja tokped jarang banget barang kau diskonya lumayan was was expedisi rekomendasi pakai jne belanja dikirim kerumah berhenti jne rugi
Bagus harga nya murah murah saya sangat suka tap iklan nya harus du perbanyak lagi yaa tokopedia,5,bagus harga nya murah murah saya sangat suka tap iklan nya harus du perbanyak lagi yaa tokopedia,bagus harga nya murah murah suka tap iklan nya du perbanyak yaa tokopedia,bagus harga nya murah murah suka tap iklan nya du perbanyak ya tokopedia,bagus harga nya murah murah suka tap iklan nya du perbanyak ya tokopedia
"Please Tokopedia Care mohon solusinya saya beli barang dengan menggunakan ekspedisi JNE Cargo (darat) karna barang pesanan tidak support untuk pengiriman udara dan ongkirnya lumayan mahal, pengiriman sedang berlangsung namun barang dicancel otomatis oleh sistem jadi barang pesanan belum sampai ke penerima, refund dananya tidak termasuk biaya pengiriman, ini termasuk merugikan sepihak dong barang tak kunjung datang dana pun dipotong, mohon klarifikasinya",1,please tokopedia care mohon solusinya saya beli barang dengan menggunakan ekspedisi jne cargo darat karna barang pesanan tidak support untuk pengiriman udara dan ongkirnya lumayan mahal pengiriman sedang berlangsung namun barang dicancel otomatis oleh sistem jadi barang pesanan belum sampai ke penerima refund dananya tidak termasuk biaya pengiriman ini termasuk merugikan sepihak dong barang tak kunjung datang dana pun dipotong mohon klarifikasinya,please tokopedia care mohon solusinya beli barang ekspedisi jne cargo darat karna barang pesanan support pengiriman udara ongkirnya lumayan mahal pengiriman barang dicancel otomatis sistem barang pesanan penerima refund dananya biaya pengiriman merugikan barang kunjung dana dipotong mohon klarifikasinya,please tokopedia care mohon solusinya beli barang ekspedisi jne cargo darat karena barang pesanan support pengiriman udara ongkirnya lumayan mahal pengiriman barang dicancel otomatis sistem barang pesanan penerima refund dananya biaya pengiriman merugikan barang kunjung dana dipotong mohon klarifikasinya,please tokopedia care mohon solusinya beli barang ekspedisi jne cargo darat barang pesanan support pengiriman udara ongkirnya lumayan mahal pengiriman barang dicancel otomatis sistem barang pesanan penerima refund dananya biaya pengiriman merugikan barang kunjung dana dipotong mohon klarifikasinya
masih ada bug lagi.,4,masih ada bug lagi,bug,bug,bug
Promo pengguna baru di batalkan sepihak Gk jelas,1,promo pengguna baru di batalkan sepihak gk jelas,promo pengguna batalkan gk,promo pengguna batalkan enggak,promo pengguna batalkan
tokopedia the best deh pokok nya,5,tokopedia the best deh pokok nya,tokopedia the best deh pokok nya,tokopedia the best deh pokok nya,tokopedia the best deh pokok nya
bagus,5,bagus,bagus,bagus,bagus
Loudingnya lambat banget,5,loudingnya lambat banget,loudingnya lambat banget,loudingnya lambat banget,loudingnya lambat banget
pelit promo,2,pelit promo,pelit promo,pelit promo,pelit promo
Promo belum dipake ilang2 sendiri padahal Masi ada waktu nya kaga jelas tol,1,promo belum dipake ilang sendiri padahal masi ada waktu nya kaga jelas tol,promo dipake ilang masi nya kaga tol,promo dipakai hilang masih nya kagak tol,promo dipakai hilang nya kagak tol
apk ashu,1,apk ashu,apk ashu,apk ashu,apk ashu
"Apk aneh, vocer pengguna baru tapi psanan dibatalkan sistem sepihak.. tidak rekomen auto hapus lagi. Jauh sama si oren",1,apk aneh vocer pengguna baru tapi psanan dibatalkan sistem sepihak tidak rekomen auto hapus lagi jauh sama si oren,apk aneh vocer pengguna psanan dibatalkan sistem rekomen auto hapus si oren,apk aneh vocer pengguna psanan dibatalkan sistem rekomen auto hapus sih oren,apk aneh vocer pengguna psanan dibatalkan sistem rekomen auto hapus sih oren
nice good job,5,nice good job,nice good job,nice good job,nice good job
Aplikasi jelek banget kurir udah mau dateng ga pernah nelpon tau nya paket dibatalkan kurir aja,1,aplikasi jelek banget kurir udah mau dateng ga pernah nelpon tau nya paket dibatalkan kurir aja,aplikasi jelek banget kurir udah dateng ga nelpon tau nya paket dibatalkan kurir aja,aplikasi jelek banget kurir sudah datang enggak nelpon tau nya paket dibatalkan kurir saja,aplikasi jelek banget kurir nelpon tau nya paket dibatalkan kurir
memudahkan untuk berbelanja happy shopping,5,memudahkan untuk berbelanja happy shopping,memudahkan berbelanja happy shopping,memudahkan berbelanja happy shopping,memudahkan berbelanja happy shopping
"Baru pertama kali belanja disini, karna kata org app ini lebih mudah. Tapi saya kena zonk, dapat kurir rekomendasi id express, udah 10 hari barang blm datang. Komplain pun CS nya super lemot menanggapi, ribet. Dah paling bener belanja di shopee aja, cs nya juga cepat tanggap. Nggk kayak tokped. Menyesal saya belanja disini. -1000",1,baru pertama kali belanja disini karna kata org app ini lebih mudah tapi saya kena zonk dapat kurir rekomendasi id express udah  hari barang blm datang komplain pun cs nya super lemot menanggapi ribet dah paling bener belanja di shopee aja cs nya juga cepat tanggap nggk kayak tokped menyesal saya belanja disini ,kali belanja karna org app mudah kena zonk kurir rekomendasi id express udah barang blm komplain cs nya super lemot menanggapi ribet dah bener belanja shopee aja cs nya cepat tanggap nggk kayak tokped menyesal belanja,kali belanja karena orang app mudah kena zonk kurir rekomendasi id express sudah barang belum komplain cs nya super lemot menanggapi ribet deh benar belanja shopee saja cs nya cepat tanggap enggak kayak tokped menyesal belanja,kali belanja orang app mudah kena zonk kurir rekomendasi id express barang komplain cs nya super lemot menanggapi ribet deh belanja shopee cs nya cepat tanggap kayak tokped menyesal belanja
Adios tokopedia,1,adios tokopedia,adios tokopedia,adios tokopedia,adios tokopedia
Saya masih bingung untuk kode referral nya,5,saya masih bingung untuk kode referral nya,bingung kode referral nya,bingung kode referral nya,bingung kode referral nya
🆗 lebih mudah belanja di toko pedi@❤❤,5, lebih mudah belanja di toko pedi,mudah belanja toko pedi,mudah belanja toko pedi,mudah belanja toko pedi
"lancar jaya untuk blanja hari ini. Tolong admin toko pedia buka email saya lengkap dg poto layar, dan saya tulis juga di Tokopedia Care tidak ada respon permasalahan akun gopay saya dan no. hp saya atas nama orang lain. Mohon dipulihkan atas nama saya yg asli sebagai pemlik akun. Terima kasih atas perhatiannya",5,lancar jaya untuk blanja hari ini tolong admin toko pedia buka email saya lengkap dg poto layar dan saya tulis juga di tokopedia care tidak ada respon permasalahan akun gopay saya dan no hp saya atas nama orang lain mohon dipulihkan atas nama saya yg asli sebagai pemlik akun terima kasih atas perhatiannya,lancar jaya blanja tolong admin toko pedia buka email lengkap dg poto layar tulis tokopedia care respon permasalahan akun gopay no hp nama orang mohon dipulihkan nama yg asli pemlik akun terima kasih perhatiannya,lancar jaya blanja tolong admin toko pedia buka email lengkap dengan poto layar tulis tokopedia care respon permasalahan akun gopay no hp nama orang mohon dipulihkan nama yang asli pemlik akun terima kasih perhatiannya,lancar jaya blanja tolong admin toko pedia buka email lengkap poto layar tulis tokopedia care respon permasalahan akun gopay no hp nama orang mohon dipulihkan nama asli pemlik akun terima kasih perhatiannya
"aplikasi tolol , pantes lu kalah sama shoppe!!!! tololl",1,aplikasi tolol  pantes lu kalah sama shoppe tololl,aplikasi tolol pantes lu kalah shoppe tololl,aplikasi tolol pantas lu kalah shoppe tololl,aplikasi tolol lu kalah shoppe tololl
sangat bagus,5,sangat bagus,bagus,bagus,bagus
alhamdulillah total saya sudah belanja sini habis uang 5 jutaan .tolong kasih saya bonus yg lebih banyak lagi ya tokopedia💪🏻💪🏻💪🏻aplikasi nomor 1 belanja online👍🏼👍🏼👍🏼👍🏼👍🏼,5,alhamdulillah total saya sudah belanja sini habis uang  jutaan tolong kasih saya bonus yg lebih banyak lagi ya tokopediaaplikasi nomor  belanja online,alhamdulillah total belanja habis uang jutaan tolong kasih bonus yg ya tokopediaaplikasi nomor belanja online,alhamdulillah total belanja habis uang jutaan tolong kasih bonus yang ya tokopediaaplikasi nomor belanja online,alhamdulillah total belanja habis uang jutaan tolong kasih bonus ya tokopediaaplikasi nomor belanja online
mantap toped..smoga jaya slalu,5,mantap topedsmoga jaya slalu,mantap topedsmoga jaya slalu,mantap topedsmoga jaya selalu,mantap topedsmoga jaya
Saya pengguna baru tapi tidak bisa di gunakan,2,saya pengguna baru tapi tidak bisa di gunakan,pengguna,pengguna,pengguna
🙏👍,5,,,,
promonya luar biasa,4,promonya luar biasa,promonya,promonya,promonya
"keren banget saya suka setelah download lagi dapet barang"" murah pas lagi flash sale makasih banyak yah🙏😘😘😘",5,keren banget saya suka setelah download lagi dapet barang murah pas lagi flash sale makasih banyak yah,keren banget suka download dapet barang murah pas flash sale makasih yah,keren banget suka download dapat barang murah pas flash sale terima kasih ya,keren banget suka download barang murah pas flash sale terima kasih ya
good job,5,good job,good job,good job,good job
mantep,5,mantep,mantep,mantap,mantap
"aduhhh payah bgt ini, kenapa kita mau batalin paket yg lama seller kirim barang, harus persetujuan seller dl.. Masa harus menunggu 3hari baru bisa batal otomatis, kelamaan itu. padahal barang diproses aja blom.. ditoko Orange ma bisa langsung Cancel, toh kan barang juga blom masuk proses pengiriman, kita beli butuh cepet terima barang kita, taunya dpt seller yg lelet.",1,aduhhh payah bgt ini kenapa kita mau batalin paket yg lama seller kirim barang harus persetujuan seller dl masa harus menunggu hari baru bisa batal otomatis kelamaan itu padahal barang diproses aja blom ditoko orange ma bisa langsung cancel toh kan barang juga blom masuk proses pengiriman kita beli butuh cepet terima barang kita taunya dpt seller yg lelet,aduhhh payah bgt batalin paket yg seller kirim barang persetujuan seller dl menunggu batal otomatis barang diproses aja blom ditoko orange ma langsung cancel barang blom masuk proses pengiriman beli butuh cepet terima barang taunya dpt seller yg lelet,aduh payah banget batalin paket yang seller kirim barang persetujuan seller dulu menunggu batal otomatis barang diproses saja belum ditoko orange sama langsung cancel barang belum masuk proses pengiriman beli butuh cepat terima barang taunya dapat seller yang lelet,aduh payah banget batalin paket seller kirim barang persetujuan seller menunggu batal otomatis barang diproses ditoko orange langsung cancel barang masuk proses pengiriman beli butuh cepat terima barang taunya seller lelet
"Skrg klo order harga gk sesuai di awal ya Misal total keseluruhan 50rb,yg harus di byar jdi 51rb,pasti selisih 1rb/pesanan Klo dlm seminggu lebih dri 10 pesanan lumayan bgt,bisa buat beli pls Udh komplain lewat email tpi gk ad tanggapan",3,skrg klo order harga gk sesuai di awal ya misal total keseluruhan rbyg harus di byar jdi rbpasti selisih rbpesanan klo dlm seminggu lebih dri  pesanan lumayan bgtbisa buat beli pls udh komplain lewat email tpi gk ad tanggapan,skrg klo order harga gk sesuai ya total rbyg byar jdi rbpasti selisih rbpesanan klo dlm seminggu dri pesanan lumayan bgtbisa beli pls udh komplain email tpi gk ad tanggapan,sekarang kalo order harga enggak sesuai ya total rbyg byar jadi rbpasti selisih rbpesanan kalo dalam seminggu dari pesanan lumayan bgtbisa beli pls sudah komplain email tapi enggak ada tanggapan,kalo order harga sesuai ya total rbyg byar rbpasti selisih rbpesanan kalo seminggu pesanan lumayan bgtbisa beli pls komplain email tanggapan
blm nyobak,3,blm nyobak,blm nyobak,belum nyobak,nyobak
Ok,5,ok,ok,ok,ok
banyak promo dana diskon besar'an trims byk,5,banyak promo dana diskon besaran trims byk,promo dana diskon besaran trims byk,promo dana diskon besaran terima kasih banyak,promo dana diskon besaran terima kasih
jos,5,jos,jos,jos,jos
"Banyak diskon, tapi sayangnya cuma bbrp yg bisa cod dan pesanan kadang dibatalkan sistem",4,banyak diskon tapi sayangnya cuma bbrp yg bisa cod dan pesanan kadang dibatalkan sistem,diskon sayangnya bbrp yg cod pesanan kadang dibatalkan sistem,diskon sayangnya beberapa yang cod pesanan kadang dibatalkan sistem,diskon sayangnya cod pesanan kadang dibatalkan sistem
