content,score
"kurir rekomendasi jelek, terutama id express kiriman dibiarkan berhenti di lokasi 2 hari, disarankan uninstall tokopedia, setelah go publik kualitas makin jelek refund dana juga buruk, 1 bulan lebih tidak ada kejelasan 👎",1
"Pesan salah satu produk dr tgl 14 September 2024,belum sampai hingga hari ini, pesan di tiktok kerjasama Tokopedia pesan barang tgl 16 September 2024 sdh sampai di tgl 18 September 2024, jadi agak sulit pesan lg langsung ditokopedianya",1
tlg masukin kurir JNE JNT ke program gratis ongkir,5
bagus kasih diskon teruss,5
lebih efektif belanja,5
luarbiasa,5
"Sering cancel sepihak dr aplikasi tokped, dengan alasan resi tidak valid. Sudah nunggu 4hari malah cancel. Aplikasi pYah og. Merugikan penjual dan pembeli",1
"Kurir rekomendasi jne nyusahin bngt Dari skian bnyak expedisi rekomendasi nya jne, paket gk nyampek""",1
"Sangat susah Menganti nomer hp yang sudah tidak aktif, ada verivikasi email tapi selalu dibawa otomatis ke verifikasi otp nomer hp, sudah mengajukan beberapa kali pun sama, tolong developer segera bantu 😓",2
sangat membantu,5
"Sedikit lambat dlm pengiriman. Tak cuma itu, ongkirnya terlalu mahal!! Coba dibuat paket pengiriman murah. Biar lambat dlm pengiriman, asalkan murah. Ini sudah ongkirnya mahal, lambat pula!! 😥😥😥😥😥",2
"Kembalikan fitur kecualikan kata tertentu dalam menu filter pencarian !! Hasil pencarian jadi tidak relevan, KEMBALIKAN. karena saya jadi susah berbelanja",1
"Maaf saya harus memberi rating jelek. Karena memang pelayanannya sekarang amburadul ya. Khusus nya kalau pengiriman pakai JNE. Mohon untuk Tokopedia, jangan kerjasama dengan JNE. Karena ada 4 pesanan saya stag, gak tau hilang atau terselip. Setelah saya ajukan komplain, baik pihak Tokped ataupun pihak JNE lama sekali responnya. Proses pun berlangsung 1 minggu lebih. Mohon untuk tokopedia lebih di perhatikan lagi case para customernya agar tidak mengecewakan. Terima kasih.",1
mantap,5
"kecewa dengan sistem pengiriman nya, mana ga bisa milih klo yg pakai voucher, +kadang penjualny konfirmasi pengiriman pas tenggat waktu mau habis, saat udh dikirim pun lama ketika sudah berada di kota kita, eh masih nyantol beberapa hari, saat estimasi hari terakhir baru dikirim, peda dengan apk oren, saat udah berada di kota kita, hari itu atau besok ny sudah tiba, bahkan kadang lebih cepat dri estimasi awal.... 😔",2
Tokopedia Top👍,5
Saya order paket 29 Agustus skrg udah tgl 19 sept pesanan saya diklaim hilang tapi kenapa proses pengembalian dana nya sampe skrg belum juga dikembalikan mohon petunjuknya.. paket saya yg lain juga belum sampai .. kecewa🥹,1
bagus,5
"Tolong jika menerapkan kurir rekomendasi yang benar² rekomendasi. Khususnya untuk JNE sebaiknya dihapus saja dari kurir rekomendasi, pengirimannya buruk. Paket dari tanggal 14 sampai sekarang belum dikirim, ada notif mungkin terlambat karena tgl merah tgl 16. Tapi setelahnya tgl 17-18 paket tidak bergerak dan tidak ada update.",1
Udah males blanja di toko pedia barang nya kebanyakan mahal2 di banding sopi da lazada,1
Buruk pengiriman lambat,1
sukses trus tokopedia,5
Oksihhhh,5
Udah dibayar kok malah dibatalkan oleh sistem,1
ok banget,5
"Kecewa, mending Shopee 👎",1
"belanja skr ,,Uda susah pakai coins Tokopedia",1
mantap,5
saya suka,5
goodlah,4
mntapp,5
Bagus,5
mantap,5
baikkkkkk,5
ga bisa update saya heran knp bisa begini,2
Bagus buat blanja,5
mantap,5
tempat belanja yg sangat memudahkan,5
"Kurir Rekomendasi hahaha, ternyata rekomendasi tokopedia adalah rekomendasi yg buruk. Sudahlaaah... Yg sudah baik jgn di buat buruk! Ud gitu komplain lama di tanggapi, return barang suruh bayar ongkir sendiri. Trus asuransi? Fungsinya apa?",1
"Pesanan di cancel otomatis mulu oleh sistem, padahal udah payment.",1
Sangat membantu,5
"Kalau bisa bintang 0 ane kasih ni aplikasi bintang 0, baru pertama beli di tokopedia udah di buat kecewa, beli jam tangan tanggal 3 september pas tanggal 4 barang nge stuck dan hilang di lokasi sortir jakarta utara dan gak ada kompensasi apa-apa sampai sekarang,. Sering pakai aplikasi lain semisal shopee,lazada, dan bli-bli gak pernah ada kejadian macam ini.",1
ok,5
👍👍👍,5
tokopedia kereeen,4
"aplikasinya sudah luar biasa bagus TAPI tolong lah ekspedisi yg punya rating rendah di hapus aja, mana terkadang di vocer potongan ongkir harus pakai kurir itu 😭😭",5
good,5
"Apk ini terlalu mahal bgt, kpok q download aplikasi ini, harganya tdk sesuai, n beda bgt dgn apk online lainnya. Klo lazada n Shopee harganya sgt membantu kmi, tp di apk ini, harga super duper plg mahal, n tdk bisa utk di jadikan langganan. Untung saja stlh q lihat daftar harga di pencarian brg luar biasa plg mhl bgt, mknya apk yg satu ini kurang di minati oleh masyarakat, krn mhlnya luar biasa.n untung nya lgsg q uninstall saja, krn tdk sesuai.",1
banyan promo,5
"Tolong pengiriman diprioritaskan dipercepat, pembeli jngan dibikin nunggu terlalu lama..",3
bagus,5
Ok,5
"Sering PHP diskon, udah bayar dikembalikan lagi saldonya",1
Sering kupon diskon ny ADIM sayang hehe,5
keren murah bgt,5
Belanja murah di Tokopedia 😍♥️,5
berkah 9.9,5
mantul jos,5
ok ngt tokopedia,5
"Sistem return barang nya ribet bgt anj,,ga kaya shopee.saran gw belanja di shopee aja,return nya simpel ongkir ditanggung shopee. ga lagi"" gw blanja di ""Tokopedia"" Bye!",1
mantap,5
"Ok, sudah waktunya saya pindah ke toko merah lagi, karena no. Hp saya sudah tidak bisa lagi digunakan di aplikasi ini untuk disambungkan ke gopay coins. Terima kasih",1
Sangat puas,5
"Ribet. Gak bisa lihat ulasan, sering banget disuruh verifikasi, tapi giliran verifikasi gk bisa. Ngehe emang tokoped",1
bagus,5
Mau pesen trus besok nya di batalkan tolong di perbaiki,3
barang mah ok tapi pengiriman manya lambat banget kurirnya yang jelas lah,3
mantap,5
Makin kesini tokopedia pengirimany makin ancur super lelet kebijakan terlalu mengumtungkan toko bukan konsumen yg di manjakan,2
Bagus,5
terbaik,5
bagus,5
Murah murah,5
bagus,5
ok,5
"layanan cepat, memuaskan",5
nice one,5
"kereeen promonya bukan main ini mah, rekomen bangeet aplikasi ijo yang sangat membantu perekonomian",5
tokopedia is the best!,5
Transaksi di batalkan mulu padalah via transfer sistem cacat,1
"kurang kurani merekomendasikan JNE, sumpa kurang nya aplikasi anda ini di sini.",3
"Toko Pedia, ga jelas, unistall aja, ga bisa belanja pakak gopaylater., sungguh sangat mengecewakan aplikasi ini, ga jelaslh pokoknya",1
"Error ,qris dah bayar malah gak ke kedetek,dah buang saldo aplikasi banyak error",1
habis update ga bisa mencet tombol search,3
The Best Application Online No One,5
keren,5
keren,5
Bagus Inovatif dan modern,5
minta updet teruss. blum seminggi di updet. minta updet lgi...... miskinn,1
mantap,5
mantap,5
good,4
sering 2 gratis ongkir biar blnja nya puas,5
"Tiba-tiba pemblokiran tanpa tau apa sebabnya, verifikasi data tidak bisa diperbarui, padahal buat kerja dan masi ada saldo afiliasi mengendap. Buruk banget pelayanan tokopediacare tidak memberi solusi sama sekali. Buruk sekali",1
Setelah diupdate .. sementara ini sudah bisa,4
udah langganan dg toped sejak luaamaa.. makin sering discount ya toped,5
Bagus dan sangat membantu,5
Kurang menyanang,1
"Lo yg ngasih voucher, lo juga yg ngebatalin",1
"mudah, aman bertransaksi",5
Semoga semakin murah,5
"Barang ga sampe sampe, investigasi nya lama, haduhhh ternyata katanya barang nya ilang huhhh, iyasih pesen barang nya ga seberapa harganya.. TPI klo barang Kya gini aja begini gimana barang berharga",1
baik,4
"Saya puas dan sering belanja di tokopedia entah kenapa kalo beli barang elektronik seperti gergaji mesin sering dibatalkan sistem , tolonglah kami juga ingin mempunyai barang yang dicari",4
mantap 👍,5
Mantappp,5
Mantap event dan diskon nya banyakk,5
"Sangat membantu aplikasi tokopedia ini,belanja jadi mudah,barang nya juga di jamin ORI semua.",5
mantap memuas kan,5
Ngapain ngasih diskon kalo cuma iming2 doang. Giliran berhasil cek put malah di batalkan sistem . Payahhhh,1
Oke juga apilakasi ini,4
ok,5
tolong kasih tau ke kurir yang namanya muhamad rodini bilangin anjingg gitu,1
"Kurir rekomendasi dari Tokopedia lama banget di kirim barang nya padahal masih satu kota bisa sampai seminggu lebih nyampe nya dan estimasi tiba nya kadang tidak tentu, sangat mengecawakan padahal promo dan diskon nya udah bagus",2
"aplikasi nya bagus dan simpel banget buat dipake,banyakin diskon yah",5
manntap,5
sangat membantu dalam perbelanjaan,5
"Klu customer komplain kurang barang a/n yenni utama di tanggapi bukan di bela toko nya, dan bukan di salah in kurir sicepat krn barang nya kurang 1 pc, sy selaku driver online juga kena tindas sama tokopedia yg dilaporin pihak toko dibilang driver minta tali 10 meter, pdhal sy hanya bilang minta tali panjangan dikit krn barang customernya 2 dus kipas angin yg besar & kecil ditambah lg di motor sy banyak barang gtu, di pikir pki otak ya lain kali, jenis pengiriman nya & ukuran barang nya !!!",1
"Selalu puas karna sering di kasih diskon ,paling keren dari aplikasi yg lain pokonya ,sukses trs😁",5
"Coba sih UPDATE itu setahun 2 x, atau setahun 1 x, klo tiap bulan update2 mulu, abis quota",2
Tolol setiap pembelian mesti di batal kan sistem tolol mending shopee Tokopedia tolol,1
"Ku download katanya dapat voucher potongan, tapi udah di co tau² pengembalian, dan kesempatan pengguna pertama dapat voucher ku ilang",2
keren sih,5
Top markotop 👍,5
"gmna ini abis diperbarui ko gbsa cek kupon sma komentaran pembelian di suatu toko, udh beberapa mnggu gbsa cek kupon sma cek komentaran pemeblian, make tokped padahal udh lumayan lamaa, tapi ko bgni.",4
pengiriman sangat lama sudah melebihi estimasi,1
Lag saat donlot gembell,1
banyak promo,5
👍👍👍👍,5
menyenangkan,4
"Sudah lebih 4 tahun saya pakai toped,, Toped satu2 aplikasi yg saya punya.. Karna banyak gratis ongkir dan potongan harga. Sangat membantu untuk kebutuhan keluarga.. Belanja nyaman dan aman..terimakasih. Alhamdulillah..",5
Akhir-akhir ini rada lemot aplikasinya,2
"Tolong pihak aplikator Untuk kami sebagai pembeli bisa merubah rating yg sudah kami berikan, agar bisa diulas ulang untuk penjual.",4
"Lama bgt pengiriman nya,dlu 2hari co langsung sampai Kecewa gk lagi lagi makasih",1
nanti kalau barang sudah datang dan bagus saya kasih bintang 5 sekarang 3 dulu,3
"Makin kesini makin ga bisa digunakan, karena Hp saya tidak cukup memori untuk mengupdate aplikasi tokopedia. 6th sudah saya menggunakan toko pedia. Tapi sekarang terhenti karena harus update dan android saya sudah tidak cukup ruang penyimpanan. Banyak aplikasi lain yang saya hapus tapi hasil nya sama ngelag bener bener lag.",1
Belanja langsung Bayar ditempat,5
keren 🔥,5
"sebagai penjual/pedagang ..sangat di rugikan dgan potongan trllu bnyak..cntoh power merxhar,merchan pro..parahhh",2
baru coba semoga cocok belanja di sini,5
"Suangat kecewa dengan Tokped. Belanja tanggal 14 tanggal 18 belum datang juga , lebih parahnya tidak bisa komplin dengan kurirnya sangat kapok mending blanja si shopee mahal dikit tapi pasti",1
"(1)Kantong Jago yg terhubung dgn Tokopedia, tidak muncul nominal saldonya, padahal sangat berguna ketika transaksi dgn jago agar tidak perlu pindah aplikasi hanya sekedar ngecek saldo (2)Pengembalian dana Shop Tokopedia belum bisa menggunakan Gopay (3)Metode pembayaran Shop Tokopedia belum bisa dihubungkan dgn Bank Jago, padahal di Tokopedia sudah bisa. Bukankah Tokopedia dan TikTok Shop telah terintegrasi? Klo memang sudah terintegrasi idealnya Gopay dan Bank Jago diprioritaskan utk transaksi.",1
Apk penipu,1
oke bagus,5
Mantap,5
bakalan langganan belanja disini,5
Saya dengar ada promo pengguna baru diskon sampai 50rb setelah di check out malah hilang diskon. Setelah cari cari produk untuk pengguna baru seharga 100rupiah di checkout langsung di batalkan otomatis system.,3
mantap,5
"Kurang Transparan TAGIHAN TOKOPEDIA CARD, apa ada yg sama Kejadiannya",2
"Penanganan buruk terhadap konsumen, pesanan saya hampir 2 minggu belum sampai, tertahan diekspedisi Tp tidak ada respon dr ekspedisi, malah duruh runggu 7 hari lagi, Padahal barang segera dibutuhkan",1
mantap,5
😭suka,5
"Id express Kurir rekomendasi ampas, paket dibawa kurir seminggu, tpi barang gk nyampe",1
kok ga bisa cod si,4
"penipuan, katanya pembelian pertama dapet voucher diskon 99% tapi setelah di co tiba tiba di batalkan sistem. gajelas",1
Tidak bisa paylater,3
gooog apk online,5
"Pesan untuk tokped, seller dan pembeli jika ingin kirim paket pesanan diharapkan tdk pakai kurir rekomendasi malah justru bermasalah, tak jelas, tdk updatedan tdk transparan status pelacakan.dan estimasinya, komplain.ke pusat resolusi malah harus nunggu lama sampai 7 hari kerja,ini benar benar menjengkelkan. No Recomended for Kurir Rekomendasi.",3
cocok buat belanja online 😁👍,5
Oke,5
"Sudah 3x waktu pengiriman tidak sesuai, di yg ke-3 saya bayar ongkir next day tapi tidak datang next day, buang buang duit ongkir next day kalo kirimnya sama kaya reguler, Tokopedia juga gaada respon apa apa, saya cuma bisa klik barang diterima, rugi saya! Kayaknya sy harus pertimbangkan pindah apk yg ada garansi tepat waktu",1
"Bagus ,perbanyak promo diskon dong min",5
Jelek pengiriman lama,1
Baik,5
Saya sebenernya jarang kasih rating jelek. Tapi keterlaluan banget sih... Baru pertama kali pakek apk ini ternyata jelek banget... Pengirimannya melebihi estimasi dan sampai sekarang belum dateng. Udah mengajukan aduan tapi yah tetep aja belum di apa apain. Saya pertama kali nyoba di tiktok shop walaupun terbilang lama tapi tidak sampai melebihi estimasi tiba. Eh giliran pake tokped nya malah gini ya... Sumpah baru kali ini saya beli online kaya gini,1
"kurir ga guna disuruh kerja ? sampe semingguan ga sampai""",1
mantap,5
"beli barang di satu kota kok sampe 3 hari lebih g datang"" ini malah mau 4hari di daerah malang di JNE mulu tulisannya stack di JNE tros",1
Good job...,5
"Belanja di toped pas promo atau kepepet aja , krn free ongkirnya selalu dpt jne ga bisa milih kurir. Jne lemot parah , paket bisa diam tidak bergerak berhari² di satu titik Terutama jne pajajaran malang , ulasan di google 18/9/24 cuma dpt bintang 1,5 ☹️....",1
Bagus dan murah,5
mantappp cari yg d butuhkan ada semua,5
Aneh promo penguna baru nya ngak bisa digunakan,1
"Ada plus & minusnya. Untuk plusnya sejauh ini Tokopedia merupakan Toko Online dengan pelayanan terbaik buat saya. Penjualnya baik-baik dan pelayanannya maksimal hampir tidak ada keluhan, jadi sangat memuaskan. Untuk minusnya, tolong perbaiki bagian fitur review produknya karena saat melakukan scroll ke bawah untuk melihat review ulasan hingga review video pembeli lain, itu berat banget bahkan sering close sendiri. Dan faktanya itu tidak dialami oleh saya sendiri tapi oleh pengguna lainnya juga.",5
Pertama kali mau coba apk belanja tokopedia sangat kecewa karna baju aja prtama CO udah dikecewakan sama salah satu penjualnya ...maaf ya aku kasih bintang 3,3
Penambahan fitur kurir rekomendasi sangat tidak berguna. 1. Update pengiriman selalu terlambat 2. Tidak bisa di lacak di web resmi ekspedisi 3. Pengecekan di apk/web tokopedia juga sama aja selalu telat Ini jatuhnya malah kurir nonrekomendasi!,1
Daftarnya kok gak bisa,2
mantap promo,5
sangat sangat membuat karna harganya murah meriah,5
Edit: terimakasih dibuat notif update aplikasinya,5
Ok. Tks,5
Ok,5
"Beberapa toko ga niat jualan ,udah pesen nunggu lama akhirnya batal dichat ga respon Sama seklai",1
mantap toped,5
Paket hilng untuk pengajuan claim uang kembali proses terlalu lama,1
mantapp,5
"pelayanan sangat"" buruk...tidak rekomendasi untuk dipakai, mending pakai shoopie",1
"Perbaiki layanan kurir rekomendasi (id express) setiap kali menggunakan pengiriman kurir rekomendasi (id express), pengiriman selalu tidak pernah sesuai dengan estimasi waktu dan harus selalu mengajukan komplain barang belum sampai",1
Utk bayar pln...kenapa minta ganti no hp?,5
Untuk pengiriman di toko pedia sangat lama,1
bagus,5
oke sangat puas,4
Sama sama dari jakarta knp cepetan Lzd? Padahal sama sama gratis ongkir.. masa iya tokped sampe 4 hari ???,3
promo nya ga bisa di pake,1
Mantap mang,5
"saya beli 3 paket 3 toko berbeda, sudah 8 hari ini paket belum sampai, pakai kurir JNE, jangan bilang ga ada hubungannya kurir dengan toped, karena betul, saya pakai gratis ongkir, semua pakai JNE, tapi mungkin pesanan jadi membeludak, menumpuk, sampai seminggu lebih masih ga jelas statusnya, ini sudah jauh di atas estimasi barang sampai yang di andalkan toped, tau gini, ga pakai gratis ongkir, toped bohong kasih2 estimasi waktu, 3 paket saya 8 hari belum sampai",2
Langganan aing,5
mantap,5
ok banget,5
sangat bagus,5
Proses refund sangat lama,1
semangat,5
bagus,5
lumayan bikin lemot HP,3
"bru prtma blja mudh"" rekomen y",5
Kurir yang direkomendasikan atau gratis ongkir sering banyak masalah. Sampe H+7 estimasi ttp gk ada respon.,1
ngrii banget Ama diskon nyaaaaa Topp terus pkonya Topp lah gak bisa berkata kata kata lagi sering sering kasih potong Ngan harga nya apalagi 90%😁,5
cepatt kilat🥰,5
"Terima kasih tokopedia, semoga menjadi yang terbaik",3
sangat baik,5
di batalkan sistem terus. gimana mau beli🫣😭,1
Toko Pedia dan DANA. Istimewa...hebat sekali.,5
"Ok Rekomendasi banget,,, Bagus buat belanja online yang Murah meriah",5
oke bgt,5
Proses pengiriman lamaaaaaaaaaa,1
bagus bangetttttt,5
good,5
baik,5
Setelah di ubdate promo 9 ribu sakarang kurang puas ngga kaya dulu banyak pilihan,1
sebut nama ku min,5
Bguss,4
Gila sih cuma Tokopedia doang yang ngasih voucher gede,5
"Minta update terus, perbaikilah masa kalah sama di app orange",1
Kocak,1
"susah waktu pilih barang waktu cekot, eeeh sudah... kata tuk dalang....makasih ya...besok kasih promo lg ya...😅",5
sangat membantu di saat lagi susah...,5
kerenn pokoknya..suka banget..smoga semakin banyak promonya..sukses selalu...,5
